coin,ticker,event_ticker,rank,favored_side,entry_price,opened_at,result,won,pnl,closed_at
HYPE,KXHYPED-26SEP2021-T94.7499,KXHYPED-26SEP2021,9,no,0.93,2026-09-21T00:31:30.750479+00:00,no,True,0.0699999999999999,2026-09-21T05:21:42.042891+00:00
HYPE,KXHYPED-26SEP2021-T94.4999,KXHYPED-26SEP2021,6,no,0.83,2026-09-21T00:31:30.750530+00:00,no,True,0.17,2026-09-21T05:21:42.042913+00:00
HYPE,KXHYPED-26SEP2021-T93.7499,KXHYPED-26SEP2021,5,yes,0.86,2026-09-21T00:31:30.750579+00:00,yes,True,0.14,2026-09-21T05:21:42.042935+00:00
HYPE,KXHYPED-26SEP2021-T92.9999,KXHYPED-26SEP2021,7,yes,0.98,2026-09-21T00:31:30.750625+00:00,yes,True,0.02,2026-09-21T05:21:42.042955+00:00
SOL,KXSOLD-26SEP2021-T111.7499,KXSOLD-26SEP2021,5,yes,0.8,2026-09-21T00:31:30.816908+00:00,yes,True,0.1999999999999999,2026-09-21T05:21:42.043024+00:00
SOL,KXSOLD-26SEP2021-T111.4999,KXSOLD-26SEP2021,7,yes,0.88,2026-09-21T00:31:30.816958+00:00,yes,True,0.12,2026-09-21T05:21:42.043043+00:00
SOL,KXSOLD-26SEP2021-T111.2499,KXSOLD-26SEP2021,3,yes,0.91,2026-09-21T00:31:30.817005+00:00,yes,True,0.0899999999999999,2026-09-21T05:21:42.043063+00:00
SOL,KXSOLD-26SEP2021-T110.9999,KXSOLD-26SEP2021,6,yes,0.93,2026-09-21T00:31:30.817051+00:00,yes,True,0.0699999999999999,2026-09-21T05:21:42.043082+00:00
SOL,KXSOLD-26SEP2021-T110.7499,KXSOLD-26SEP2021,4,yes,0.96,2026-09-21T00:31:30.817095+00:00,yes,True,0.04,2026-09-21T05:21:42.043104+00:00
SOL,KXSOLD-26SEP2021-T110.4999,KXSOLD-26SEP2021,8,yes,0.96,2026-09-21T00:31:30.817139+00:00,yes,True,0.04,2026-09-21T05:21:42.043136+00:00
HYPE,KXHYPED-26SEP2102-T94.4999,KXHYPED-26SEP2102,5,no,0.95,2026-09-21T05:21:42.179436+00:00,no,True,0.05,2026-09-21T10:51:36.955174+00:00
HYPE,KXHYPED-26SEP2102-T93.7499,KXHYPED-26SEP2102,6,yes,0.74,2026-09-21T05:21:42.179465+00:00,yes,True,0.26,2026-09-21T10:51:36.955237+00:00
HYPE,KXHYPED-26SEP2102-T92.9999,KXHYPED-26SEP2102,7,yes,0.99,2026-09-21T05:21:42.179485+00:00,yes,True,0.01,2026-09-21T10:51:36.955280+00:00
SOL,KXSOLD-26SEP2102-T111.9999,KXSOLD-26SEP2102,7,no,0.75,2026-09-21T05:21:42.249109+00:00,no,True,0.25,2026-09-21T10:51:36.955351+00:00
SOL,KXSOLD-26SEP2102-T111.4999,KXSOLD-26SEP2102,3,yes,0.63,2026-09-21T05:21:42.249176+00:00,yes,True,0.37,2026-09-21T10:51:36.955390+00:00
SOL,KXSOLD-26SEP2102-T110.7499,KXSOLD-26SEP2102,4,yes,0.96,2026-09-21T05:21:42.249196+00:00,yes,True,0.04,2026-09-21T10:51:36.955429+00:00
SOL,KXSOLD-26SEP2102-T110.4999,KXSOLD-26SEP2102,5,yes,0.96,2026-09-21T05:21:42.249214+00:00,yes,True,0.04,2026-09-21T10:51:36.955486+00:00
HYPE,KXHYPED-26SEP2107-T96.2499,KXHYPED-26SEP2107,6,no,0.99,2026-09-21T10:51:37.014935+00:00,no,True,0.01,2026-09-21T16:39:16.758029+00:00
HYPE,KXHYPED-26SEP2107-T95.7499,KXHYPED-26SEP2107,7,no,0.96,2026-09-21T10:51:37.014990+00:00,no,True,0.04,2026-09-21T16:39:16.758107+00:00
HYPE,KXHYPED-26SEP2107-T94.7499,KXHYPED-26SEP2107,8,yes,0.99,2026-09-21T10:51:37.015029+00:00,yes,True,0.01,2026-09-21T16:39:16.758172+00:00
HYPE,KXHYPED-26SEP2107-T94.4999,KXHYPED-26SEP2107,5,yes,0.99,2026-09-21T10:51:37.015064+00:00,yes,True,0.01,2026-09-21T16:39:16.758237+00:00
SOL,KXSOLD-26SEP2107-T116.7499,KXSOLD-26SEP2107,8,no,0.97,2026-09-21T10:51:37.072069+00:00,no,True,0.03,2026-09-21T16:39:16.758444+00:00
SOL,KXSOLD-26SEP2107-T116.4999,KXSOLD-26SEP2107,9,no,0.97,2026-09-21T10:51:37.072120+00:00,no,True,0.03,2026-09-21T16:39:16.758507+00:00
SOL,KXSOLD-26SEP2107-T116.2499,KXSOLD-26SEP2107,7,no,0.97,2026-09-21T10:51:37.072159+00:00,no,True,0.03,2026-09-21T16:39:16.758569+00:00
SOL,KXSOLD-26SEP2107-T115.9999,KXSOLD-26SEP2107,6,no,0.88,2026-09-21T10:51:37.072197+00:00,no,True,0.12,2026-09-21T16:39:16.758636+00:00
SOL,KXSOLD-26SEP2107-T115.2499,KXSOLD-26SEP2107,3,yes,0.94,2026-09-21T10:51:37.072229+00:00,yes,True,0.06,2026-09-21T16:39:16.758725+00:00
SOL,KXSOLD-26SEP2107-T114.9999,KXSOLD-26SEP2107,5,yes,0.96,2026-09-21T10:51:37.072260+00:00,yes,True,0.04,2026-09-21T16:39:16.758797+00:00
SOL,KXSOLD-26SEP2107-T114.7499,KXSOLD-26SEP2107,4,yes,0.96,2026-09-21T10:51:37.072292+00:00,yes,True,0.04,2026-09-21T16:39:16.758859+00:00
HYPE,KXHYPED-26SEP2113-T94.2499,KXHYPED-26SEP2113,8,no,0.99,2026-09-21T16:39:16.817134+00:00,no,True,0.01,2026-09-21T20:35:04.019660+00:00
HYPE,KXHYPED-26SEP2113-T93.9999,KXHYPED-26SEP2113,7,no,0.97,2026-09-21T16:39:16.817194+00:00,no,True,0.03,2026-09-21T20:35:04.019724+00:00
HYPE,KXHYPED-26SEP2113-T93.4999,KXHYPED-26SEP2113,5,no,0.89,2026-09-21T16:39:16.817246+00:00,no,True,0.1099999999999999,2026-09-21T20:35:04.019794+00:00
HYPE,KXHYPED-26SEP2113-T93.2499,KXHYPED-26SEP2113,6,no,0.73,2026-09-21T16:39:16.817295+00:00,yes,False,-0.73,2026-09-21T20:35:04.019838+00:00
